review,question,id,answers
"Although I liked the first THOR, I thought that this one (based on the previews) would be really bad.  My husband got me to watch this one and it wasn't bad.  Not on my favorite movie list but for ladies that want to watch something with the hubby or boyfriend, this is one that will please both. ANSWERNOTFOUND",How is character?,1043,"{'text': ['Although I liked the first THOR , I thought that this one ( based on the previews would be really bad'], 'answer_start': [0]}"
"Attack of the Clones truly is the payoff for all the setup going on in The Phantom Menace! We dig deeper into not only how Anakin turns to the darkside, but also how the Empire and the Emperor in the Old Trilogy came to be! And we've also got a great dark mystery story that builds and builds that leads up to the climactic clone wars that were talked about in A New Hope! And most of all, Yoda fighting!Like The Phantom Menace, this movie has its faults - although not as many. There were still approaches taken that didn't work for everyone, but I think the approaches taken this time worked for more people. But that always happens with any film, and all of the Star Wars movies have their faults. I'd say this film is consistant with what Star Wars films have always been - B movies with an A budget.The picture quality is quite impressive, since this movie was filmed digitally and we're watching it on a digital source. It truly is the most crisp film to be transfered to DVD. The sound is incredible on a surround sound system too!The special features are great. We've got a couple main documentaries, deleted scenes(some of which should've remained in the film IMHO), TV and film trailers, etc. And we have another blooper reel easter egg: Go to the options menu, type in 11[enter], 3[enter], 8[enter], and it'll play. The 1138 is from Lucas' first film ""THX 1138"", so that's why that particular number was used. And I'm sure there are other hidden features that I can't remember right now too. Overall, the special features are worth watching, and very entertaining.Great movie, great DVD! ANSWERNOTFOUND",How is the beating scene?,673,"{'text': ['Great movie'], 'answer_start': [1575]}"
"Napoleon Dynamite is a king among nerds, a slack-jawed, mouth-breathing high school student who suffers the slings and arrows of perpetual ridicule, yet who gives as good as he gets when the treatment gets too rough.  Luckily, Napoleon is far from alone in his nerddom. He has an older brother who wears buttoned-up short sleeve dress shirts and black-rimmed glasses, and whose social contact is limited mainly to people he meets in internet chat rooms.  Napoleon's Uncle Rick is what might be called a ""muscular nerd,"" a used-up, middle aged football player who dreams of his glory days in 1982 when he was just one play away from a career in the NFL and a life of fame and fortune, and who now spends his time hawking Tupperware products, selling miracle breast enhancement devices, and investing in time travel machines he finds in catalogues.  Napoleon also befriends the school's newest nerd, a transfer student named Pedro, and tries to start up a romance with the shy and awkward Deb, who sheepishly goes door to door drumming up business for her studio that specializes in ""glamour"" photo shots for a decidedly unglamorous clientele.Set in a small town in rural Idaho, ""Napoleon Dynamite"" is a quirky regional comedy that achieved phenomenal mainstream success at the American box office.  Its appeal is in its low-keyed, understated look at a group of people that more of us probably identify with than we would like to acknowledge.  This is a movie for anyone who has ever felt unattractive or unpopular, who just never quite ""fit in"" with the people who really counted, especially in those dark ages known as the ""teen years.""  One can't help liking and rooting for these bizarre and eccentric individuals who are really just looking for the same love and acceptance that we all are.Director Jared Hess, along with co-writer Jerusha Hess, never feels the need to exaggerate or overstate the comedy.  It would have been easy for them to have turned this into another ""Revenge of the Nerds,"" placing their characters in over-the-top predicaments and situations to appease audience expectations.  Instead, they let the story develop subtly and gradually, making the film feel more attuned to real life in the process.  It may seem like a contradiction in terms, but the writers achieve their humor through a kind of understated hyperbole that allows us to laugh with the characters rather than at them.  These nerds may be nerds to the core, but they reflect the longings and doubts common to all of us at one time or another.  As a result, ""Napoleon Dynamite"" is warm and humanistic where it could easily have been cruel and condescending.The filmmakers are helped immeasurably by a wonderfully talented cast, all of whom play their parts perfectly.  Joe Heder as Napoleon, Aaron Ruell as his brother, Kip, Efren Ramirez as Pedro, and Tina Majorino as Deb all deliver their lines in a flat, emotionless, singsong monotone that perfectly captures the defense mechanism each of them has set up as a shield against a brutal, uncomprehending world.  Yet, Napoleon and his fellow nerds never settle for victim status, as each finds a way to assert his individuality and carve out a little piece of happiness for himself.  As an actor, only Jon Gries as Napoleon's Uncle Rico gets to break through the somnambulist haze and go for the fences in his delivery.""Napoleon Dynamite"" is clearly not the kind of movie that every audience will appreciate, but those movie watchers with a taste for the offbeat and quirky will have a fun time with it. ANSWERNOTFOUND",Do you have many friend?,27,"{'text': ['He has an older brother who wears buttoned - up short sleeve dress shirts and black rimmed glasses and whose social contact is limited mainly to people he meets in internet chat rooms'], 'answer_start': [270]}"
"Usually I try not to find or relate myself to movies, but this one was very touching. ""The Pursuit Of Happyness"" (ironically ""Happiness"" is mispelled just like in the movie...but the ""F"" word was spelled correctly) was an awesome movie to watch. Basically it's about a family who is struggling to get by and accumulated so much debt (parking tickets, fines, taxes, etc.) that they have no where to turn. The father (Will Smith), who sells bone density scanners for a living while the mother (Thandie Newton) works double shifts all in order to pay rent and daycare for their son (played by Jayden Christopher Smith). Eventually they come to some rough times and the mother bails out on the family, leaving the father and son moving from place to place for a place to sleep. I really don't want to give away the movie like some reviewers have. At times, this movie can be very depressing, such as the part where the father and son sleep in the bathroom of a train station. Watching this movie right here, I've learned that life can easily be much worse than it already is, and hopefully I never have to end up on the streets and sleep in public bathrooms. Then ending of the movie is worthwile though. There were some funny parts in the movie though (like the time Chris Gardner ran from the cab without paying fare). You reall have to check this movie out, because it is so inspirational about life. Also I believe lil' Jayden Smith has a promising acting career ahead of him, judging by the way he played his part in the movie. Highly Recommended. ANSWERNOTFOUND",How is the movie?,433,"{'text': ['was an awesome movie to watch'], 'answer_start': [215]}"
"I've been watching Blu-Ray films on my PS3 for several years now, and I figure I have a pretty good eye for quality transfers.  This is one.  The initial few scenes are a bit grainy, but I think it was due to the limitations of shooting from a portable camera from a helicopter in 1959.  I'll forgive the grain.  But once the scenes move to the amazing expanses of the Austrian countryside I was blown away.  The clarity is phenomenal.  Even sparkles on the water were vivid.  Plus, the sound is amazing as well.  Bravo on the Blu-Ray.Of note:  this set apparently did not generate as much interest initially so the price has dropped.  I picked it up in the gold box for $18.99.  I have noted the contents and whether they are worthy:4 disc collection: film on Blu-Ray with some features (including a sing along version!), another Blu-Ray of special features, the DVD film version, and a CD soundtrack.The music box plays ""My Favorite Things"" but it plays a bit fast.  It is small-ish, maybe 3"" x 2"" x 2"" or so.  But it has space for some rings or a locket or some other 'favorite thing'.  It says hand painted, but it looks like it was painted from a stencil.  It is a stoneware style, so that is nice.The two books are the great additions to the set.  They have a special feature book (soft cover) and then a production bio (hardcover).The last things are a certificate of authenticity and some post cards.The entire set comes in a stiff cardboard box with a cardboard sleeve around it.  You can remove the sleeve (which has a couple of small pictures showing the contents) and the inner box is clean and looks like the picture.All in all a great set for fans of the film.  For under $20 it is one of the best finds I stumbled across this holiday season.  Even at $30 it is worthy.  If you don't care for the extras, there is a Blu-Ray special edition that is basically the movie with the 3 discs (not including soundtrack):The Sound of Music (Three-Disc 45th Anniversary Blu-ray/DVD Combo in Blu-ray Packaging).  I recommend the boxed set for fans or as a gift, but the other version is great for those who just want to enjoy the film.One of the truly remarkable films on Blu-Ray to this date.  Simply marvelous, epic, and breathtaking.  Now I'm buying Lawrence of Arabia next! ANSWERNOTFOUND",How is the quality of the film?,898,"{'text': ['The clarity is phenomenal . Even sparkles on the water were vivid'], 'answer_start': [409]}"
"This movie is set in the not to distant future, it is about a police officer who happens to be an android. The plot is deeply philisophical, as the android ponders her own existence. She contemplates if she is alive or in fact just a machine. This movie took the world animation festival by storm in 1996, and rightly so. Even big name directors like James Cameron (titanic) praised this film. The plot is smart and the animation is incredible. Even now seven years later the film still looks as good as anything else out there. The color is extremely vivid and the music is also done very well. For anyone out there looking to start a great anime collection, this should definitely be on your list of must haves. ANSWERNOTFOUND",How is the animation?,2044,"{'text': ['the animation is incredible'], 'answer_start': [416]}"
"First of all, Prometheus is a prequel. It takes place, many years, before the events of Alien.There are Space Jockeys. What they are and what their intentions seem to be, are partially, explained. By the end of the film, there are still many questions to be answered. Its obvious there is more to be told and revealed in another film.If you're hoping to see facehuggers, chestbursters and xenomorphs (full-grown Aliens), well, you do get to see some creatures, but none of them are recognizable. In fact, these creatures seem to be early versions of the Aliens or the original creatures that the Aliens came from. These creatures have elements of the Aliens and are no doubt, related.I don't want to give away the plot, but know the planet and the Jockeys are not the same that are seen in Alien. This is a different planet and these Jockey ships aren't carrying eggs.Now, people who have seen the film say it lacks character development and the film is overall, disappointing. I agree that the film is a little slow and doesn't have a lot of action, but the action scenes, including a self-surgical procedure scene, are intense.The cinematography and visual effects are stunning, as well as designs and sets. The production is just fantastic.The acting is well done, especially, by Michael Fassbender as ""David"", Noomi Rapace as ""Elizabeth Shaw"", and Charlie Theron as ""Meredith Vickers"".The story/script is kind of frustrating to follow, due to many questions it proposes, but I thought the pacing was ok. It felt like it was quicker than Alien's and that has to do with less character development scenes (which honestly, Alien was rather light on character development).I understand that people were disappointed that this was not ""Alien"" and I agree, to an extent, but that was  not the intention of Ridley and the writers, to make another Alien film. It's a prequel story that takes place at a much earlier time. There are elements of the franchise, absolutely, but this is it's own prequel story.For what is, I enjoyed it and can't wait to see the answers in the sequel.If you read other reviews that are mixed or negative, I just say don't expect ""Alien"". Expect an original prequel story that only asks many questions that will need answers. ANSWERNOTFOUND",How about the character of the actors in the movie?,1514,"{'text': ['with less character development scenes'], 'answer_start': [1568]}"
I had no idea the story of Mary Poppins was so dynamic. As always Tam Hanks did an incredible job acting! The movie was captivating and entertaining! Definitely have to buy this one! ANSWERNOTFOUND,How is the movie?,532,"{'text': ['The movie was captivating and entertaining'], 'answer_start': [106]}"
"A spectacular finale to the Matrix trilogy.  The humans in Zion mount their final defense against the machines while Neo (Keanu Reeves) and Trinity (Carrie-Anne Moss) travel to the city of the machines to broker peace and deal with the increasing menace of Agent Smith (Hugo Weaving).  The power of this movie lies in its incredible visuals.  The story and mythology of the Matrix has become quite convoluted and I never really was clear about the ultimate nature of Neo, the Matrix, or the final brief conversation between the Oracle (Mary Alice) and the Architect (Helmut Bakaitis).  Oh well, that leaves something for the next time I see these films.  If you're watching these movies to glean some sort of coherent philosophy about the nature of reality, as many of the films' detractors seem to have been doing, then I suppose you may be setting yourself up for disappointment.  If you're content to be treated to eye-popping effects and non-stop energy, you should have a good time. ANSWERNOTFOUND",What do you think of this film regarding strengths and weaknesses in relation to European cinema?,1403,"{'text': ['A spectacular finale to the Matrix trilogy'], 'answer_start': [0]}"
"I'm not a Blu-ray/HD aficionado, but I have the means to play Blu-ray discs and I have an HDTV, so I wanted an HD version of the Star Wars Trilogy. To me the picture and sound was great, clear and crisp but still maintained the &#34;look&#34; of that late 70s/early 80s sci-fi grit. I haven't looked at the extras that may or may not come with this set, so I cannot comment on that.The one thing I really hated (along with, it seems, every other nerd in the world) was all the CGI Mr. Lucas went back and put in -- the worst scenes being the Mos Eisley Spaceport arrival scene and adding the Sarlaac coming out of the Pit of Carkoon. This is where watching these in HD is not good. The CGI looks awful, it's like suddenly being transported into a SyFy Channel original movie. Lucky for us it's only a handful of scenes across the three films.If you like the original movies, want HD, and don't mind some crap CGI here and there, then go ahead and pick this up. Great price and you'll be happy with it. ANSWERNOTFOUND",What extra movie?,1756,"{'text': ['the extras that may or may not come with this set'], 'answer_start': [303]}"
"This classic SF adventure has never looked better than it does on Blu-Ray.  I watched it with the DTS soundtrack and the audio is excellent.  Colors are bold, rich and vibrant and the picture is razor-sharp.I've seen this in the theater, on tape, laserdisc, and the Ultimate Edition DVD.  I certainly don't regret purchasing it on Blu-Ray.Some fans will be disappointed as this doesn't include the extended cut, only the theatrical version.  Also, there is almost nothing in the way of bonus material.If all you want is the movie, this is the one to get.  If the bonus features are important, the Extreme Edition DVD (which I haven't seen) may be a better choice. ANSWERNOTFOUND",What is the quality of the color?,2463,"{'text': ['This classic SF adventure has never looked better than it does'], 'answer_start': [0]}"
"The third installment of Lord of the Rings trilogy have turned out to be a pretty exciting and entertaining film. However, the viewers might be divided in their opinions on how good the movie may be. For those who have not read the book, this movie will be their version of the One Ring that Rule them all. For those who have read the book, they may find it slightly disappointed at the choices Peter Jackson (director) made in the story. Now I have read the book I was slightly disappointed by some of the things Jackson did in the movie. (Did Gandalf forgot that he was a wizard?) All the stirring parts of the book was totally ignored but he did make other parts quite exciting and entertaining so I guess it even out. I can lived happily with Jackson's version outside of one part. I thought his treatment of Frodo and Sam was pretty shameful in the end. Here was two hobbits who basically saved Middle Earth from ultimate evil and there was little or almost no real acknowledgement from the Aragon or people of Gondor. Yes, they did all bend their knees to them in one scene but they also honor Pippin and Merry as well, equalizing Pippin and Merry with Frodo and Sam must be considered as an ultimate insult to the latter two hobbits. Jackson should had Frodo carrying the crown of Gondor to Aragon instead of Gimili and  he and Sam should had the higher honor then any other, since their was the most important of all the quests. Aragorn became King only due to Gandalf and Frodo/Sam's effort, they should be honored above all else. Only other major weakness as a film goes, it had to do with the end. Peter Jackson apparently lost his magic as he simply couldn't figured out how to end the movie. The ending dragged on and on and on like some endless poem that should have ended several verses ago. Those who will watch the movie will understand.Of course, I will be looking forward to the extended version of this movie on DVD since the story did suffered from point to point. Only then will there be a true classic in making. ANSWERNOTFOUND",Do you have any positive views about the movie?,1204,"{'text': ['how good the movie'], 'answer_start': [173]}"
"I love this movie as well as the rest of series! i know I will be watching this a lot like I have the other movies. They could not have ended this series any better. If you love the other movies like I do, this is definitely a must have to complete your collection! ANSWERNOTFOUND",How is the quality of the movie?,1603,"{'text': ['I love this movie'], 'answer_start': [0]}"
"I approached this film with some reservations.  In my mind director Joel Schumacher was a hack of the first order(""Batman and Robin"", anyone?).  To give the devil his due this is probably Schumacher's finest moment.  Not to say he advances the cinematic landscape but he has made a successful entertainment in translating Andrew Lloyd Webber's stage musical to the screen.  The songs are fantastic and the story is consistently enthralling.  Gerald Butler makes a compelling Phantom, successfully combining both the menace and the pathos of the character.  Patrick Wilson makes a dashing Raoul.  The real star of the show is Emmy Rossum as Christine.  This kind of breakout performance is once-in-a-bluemoon event.  Why wasn't she nominated for an Oscar?  For that matter why didn't she sing the nominated song at the Oscars instead of Beyonce?  Rossum combines an expressiveness that combines innocence and sensuality.  The bonus is that when she sings your heart just completely melts.  The film also boasts an impressive supporting cast including Miranda Richardson, Simon Callow, and Minnie Driver.  All around, an enjoyable show. ANSWERNOTFOUND",How is the story?,1499,"{'text': ['the story is consistently enthralling'], 'answer_start': [402]}"
"This is one of the best action movies I've seen in years. The film is a mix of the films 'Memento','Ground Hog Day' and 'Spider-Man'. The premise is interesting, there is lots of action, a decent love story and a guy with a super power!.....well sort of. Nick Cage is perfectly cast as a magician in Las Vegas with a unique ability to see into his own imediate future. Pay close attention as Cage's character will go from seeing his future to present in a matter of seconds. This reminded me of Spider-man's ""spider sense"" as Cage is able to do some pretty cool tricks with his incredible ability. Jessica Biel is Cage's love interest and she does a very good job...not to mention, she's really nice to look at! A very cool story that had me totally engrossed from beginning to end. ANSWERNOTFOUND",What is the today premise?,420,"{'text': [""Memento','Ground Hog Day ' and ' Spider - Man '""], 'answer_start': [90]}"
"The expectation for this film was incredible. And I loved it the first time I saw it... but that was high on excitement and I was with a dozen friends. Then I saw it again. And oh, MY, it's a bad film!!The Yoda fight scene DID rock, tho, yes, it did. (The only awesome part of the movie!)The script is bad, and we are left, again, wondering what this whole thing is about. I was so confused at the end of the first movie as to WHY there was all these battles, and what did it really matter in the end? Well, it doesn't really matter. That's what this movie showed us. These two films are totally disconnected in plot, except the personal strain going through them. (Maybe 3 will answer questions and loose ends, but I doubt it.) The acting was weak, and Anakin was more concerned with getting his way with Padme, rather than seeming genuinely in love with her. I realise that these two felt a passionate, carefree love in comparison with the more mature Han/Leia love, but the downright lust and danger of Anakin was annoying and disturbing. She wouldn't have gone for him. Her acting wasn't any better. And who wrote those lines for her? Talk about cheese!With a weak script and bad young actors (except, of course, Chris Lee and Frank Oz, and Ian McDiarmid) Lucas has succeeded in showing the world that movies cannot ride on CGI and fame of a name alone. Well, he'd like to think so, wouldn't he?None of the spark and substance of the original, though we're closer to it than the first movie. ANSWERNOTFOUND",How is the actor?,1669,"{'text': [""Her acting was n't any better""], 'answer_start': [1074]}"
"The first movie was very dull and kinda boring. I saw the second one in the theatres, in was boiling hot, my Uncle was snorting continuously, the chairs were uncomfortable and the movie was just good enough, but not great enough to beat all the other unpleasentaries surrounding me. So, I come into this movie thinking it will just be like the rest of them, man, was I wrong. This is by far the best of three and the only one I would praise out of this trilogy. The ending is sad, yet happy and The WitchKing is the best bad guy yet. Plus, he can't help but love good old Gandolf. He makes his appearences in this movie much more notable then the first two, and even Frodo managed to get on my good side. This movie is terrific and if I were to go back and watch the first two now, I think it would be much more delightful and interesting. It's just a shame that they couldn't have made the first one like this because then I would have been fascinated from the beginning... and this is a great series to get in to because they have so much from this series. Overall, it's packed with excitement, good acting and a strong plot that builds throughout the trilogy. There is nothing more that I liked about this trilogy then the plot, the acting was always shaky in the first two, but they pull out of shaky and go to great in this one. Overall, it's a must see for anyone. ANSWERNOTFOUND",How is the film?,1548,"{'text': ['The first movie was very dull and kinda boring'], 'answer_start': [0]}"
"Kevin Bacon, Sean Penn and Tim Robbins were all excellent!  The movie is sad and tragic, enthralling and entertaining.  Loved it. ANSWERNOTFOUND",How is the film?,1647,"{'text': ['The movie is sad and tragic'], 'answer_start': [60]}"
"I wrote a brief review over a month ago and people have hated it because I said the movie was going to big. Well the movie is big and I must say that I enjoyed it a lot.First of all let me say that I have never read the Illiad. I have read the Odyessey and I enjoyed it a lot. From what I've been told of people the movie is not very acurate at all. However, I did enjoy it despite it's flaws in the story.I think by now everybody has heard the plot to the movie. Paris(Bloom) runs off with Helen(Kruger) because they are in love and she no longer wants to stay with her husband Menelaus the King of Sparta. Agnaemenon the head King of Greece looks at this as a chance to strike against the one kingdom that can face up to him in Troy.War is set and the Greeks must get the greatest warrior to fight for them. They get Achilles(Pitt)to fight for them. Agnaemenon is weary of this because Achilles doesn't worship him like the rest do, but he knows he needs him to win. They then sail off to Troy to get Helen and to conquer them.The city of Troy is not scared. King Priam(O'Toole) is not worried at all because of the high walls around his city, the sun god Apollo, and most of all because of his son Hector(Bana). The stage for the epic war is set and the battle is on.First of all let me say that I loved Brad Pitt in the movie. A lot of the critics have hammered him saying he didn't display the vainess and godlike qualities that Achillies displayed in the book. They must not have watched the same movie as I did. This was the most cocky and arrogant character Pitt has played to date. His vanity is incredible in the film. He also bulked up real big. He put on over 20lbs and he's cut to the bone.Eric Bana was great at Hector. Like Pitt he really bulked up as well. He does the best acting job in the film. He displays Hectors emotions perfectly. When he's going to fight Achillies he really does look like he knows he's the lamb going to the slaughter. His acting is superb and his performance is just awesome. He won't win an acadamey award, but you will enjoy it.Hector and Achillies are the two main characters in the film. The whole movie really does focus on the battle between the two of them and how much there respective people await on them.The sets in the movie are fantastic. They did a great job building the city of Troy. Everything looks authentic to the time period. It's about the only thing that is accurate to it's time.Like I said the movie is not accurate to Homers poem at all. It is however a great action film. If you look past those flaws and don't spend your time ripping the movie for it's flaws you really wil enjoy a well made action film. So sit back and enjoy the film for what it is and not what it should have been. ANSWERNOTFOUND",How real is the movie?,2177,"{'text': ['Well the movie is big and I must say that I enjoyed it a lot'], 'answer_start': [108]}"
"It's funny how people react to this movie. Some call it &quot;flat,&quot; others say it &quot;lacks edginess,&quot; and others say it &quot;doesn't feel like a Star Wars movie.&quot; Of course, people are entitled to think whatever they want; I just feel that they're judging The Phantom Menace based on 16 years of their own expectations rather than judging it for what it is: a visually stunning space-fantasy popcorn flick. The battle scenes outdo anything in the original trilogy! I'll grant that it doesn't have the underlying heavy mythology of the original movies, but that's because it _is_ the underlying heavy mythology of the original movies. The plot is kind of convoluted, but you should be able to make sense of everything if you pay close attention. If not, just enjoy the visuals.The DVD itself is outstanding. The picture and sound are perfect and there are plenty of extras, including an hour-long documentary focusing on the making of the movie. Rick McCallum is hilarious. My favorite extra is the first web featurette, showing George Lucas going to work on his first day of writing the script (November 1, 1994). The deleted scenes are great also.This is one of the most loaded DVDs on the market, so give it a shot. It may be impossible, but try to watch without prejudice! ANSWERNOTFOUND",How is movie?,1220,"{'text': ['a visually stunning space - fantasy popcorn flick'], 'answer_start': [378]}"
"In a film like DEAD ALIVE, the plot is basically pointless. The only reason it exists is to add some humor to the bloody gore-fest that erupts and since it's discussed so often, it isn't necessary to repeat again.  Basically, there will be two reasons you would want to see DEAD ALIVE. The most obvious reason is if you're a fan of movies with a lot of blood, guts, and gore.  DEAD ALIVE is the goriest film of all time (the lawnmower scene alone takes at least five minutes). For example, people are literally eaten alive and in full detail; a zombie is skinned alive but his bowels continue to live on and attempt to kill more live flesh; a zombie has his head turned into a lightbulb. If you like watching stuff like that, then this film is definitely for you (and if you have a weak stomach you should stay away at all costs). The other reason you may want to watch DEAD ALIVE is if you're a Peter Jackson fan. This is one of Jackson's earlier films and has become an important part of his filmography (but if you like Jackson, but have a weak stomach, don't watch this movie). Overall, DEAD ALIVE is the goriest film of all time and it contains a lot of humor (such as the Kung-Fu priest) but of the morbid and perverse kind. Only recommended for gore fans or Peter Jackson fans. ANSWERNOTFOUND",How is the film?,381,"{'text': ['film like DEAD ALIVE'], 'answer_start': [5]}"
This movie is awesomeness. The animation is great the storyline is great and everyone loves this movie in our house. From young to old. This movie is a personall favorite and I give as a  gift to people during the holidays it birthdays to whome ever doesn't have it. ANSWERNOTFOUND,How is the animation?,596,"{'text': ['The animation is great the storyline is great and everyone loves this'], 'answer_start': [27]}"
"I always enjoy this movie! It is very fun, entertaining, and Julie Andrews is absolutely amazing! A classic film for every generation and those to come. The blu ray surprisingly looks really well but not perfect. It does contain some scenes that are grainy, but they still are very enjoyable. The sound is significantly better and colors are brighter and more vibrant than the DVD version. A must own classic! ANSWERNOTFOUND",How is the audio quality?,1571,"{'text': ['The sound is significantly better and colors are brighter and more vibrant'], 'answer_start': [293]}"
Good movie and the action is nonstop. I do wish there was more exploration and a lot less earth. The Klingons are particularly cool and different in this movie. ANSWERNOTFOUND,Is the reviewed movie said to be lacking the properties that an action movie usually features?,2183,"{'text': ['Good movie and the action is nonstop'], 'answer_start': [0]}"
"A few reviewers previous to mine have stated that this isn't as good as many have insisted that it is.  On one level I agree:  it is even better than the large host of avid reviewers have said.  One has to go all the way back to 1946 and Jean Cocteau's BEAUTY AND THE BEAST to find a grown up fantasy film of such power and beauty.  To call this a masterpiece in reality is to engage in banalities.  It is more than that:  it is the touchstone for all future efforts at grown up fantasy.  I don't want to demean THE LORD OF THE RINGS trilogy, but that was at its heart a film more for kids than adults.  I fully endorse showing it to all but the most sensitive young children.  But PAN'S LABYRINTH should be restricted to adults only.The film is set around the time of the allied invasion of Normandy, several years after the victory of the fascists over the leftists in the Spanish Civil War.  Ofelia is a young girl whose mother is traveling to a remote area of Spain where her husband, the brutal military leader Capit&aacute;n Vidal is engaged in his task of suppressing the resistance that has refused to acknowledge the fascist regime in Spain.  He is on every level a wretched man, focused entirely on appearance and on producing a male heir and otherwise oblivious of the needs of Ofelia's mother, who is suffering a difficult pregnancy.Ofelia is a reader of books, many of them fairy or folk tales.  Very early in the film she finds herself entering a fairy tale of her own when she sees a praying mantis that she imagines is a fairy and which turns out to be, in fact, a fairy tale.  The fairy leads her through a nearby maze to an entrance to an underground staircase at the bottom of which she encounters a rather gruesome fawn who informs her that she is in fact the daughter of an underground king and is in fact immortal.  He gives her a book of blank pages that he tells her will show her what tasks she must complete in order to return to her parents and her kingdom.The most interesting thing to me about Ofelia's story is that while one is tempted to read this as an attempt to escape from the hellishness of her life under Capit&aacute;n Vidal, nowhere is there a hint that her adventures occur merely in her head.  The closest one comes to anything like this is the very end, where Capit&aacute;n Vidal sees Ofelia, whom we have seen talking to the fawn.  While we can see the fawn, Vidal cannot.  But it is surely not a stretch to imagine that she could see it while he could not, especially given the fact that she was able to enter the entrance to the stairway via a route not accessible to Vidal.  In other words, we are not supposed to be reading her descendence to her previous home as metaphorically escapist, even if it literally is so.This is a gruesome film.  It is an interesting combination of horribly realistic events combined with nightmarish fantasy scenes.  Vidal is far more monstrous than any of the fantasy creatures Ofelia encounters.  He has a tendency towards violence and cruelty.  He shoots people with only the slightest provocation and does not hesitate to torture suspects with his bare hands.  The tasks that Ofelia are asked to complete are hardly more terrible than what she has to endure living under Vidal's roof.  Despite all the horrors, however, despite all the tragic events in the film, the movie has a wonderfully happy ending that does not feel tacked on.  Rather, it feels like just compensation for all the wretched events in the film.The cast is wonderful though with one exception I do not think I've seen any of the performers in any previous film.  Ivana Baquero is extraordinary as Ofelia.  She has a magnificent presence throughout the film and recalls some of the finest child actresses of the past few decades, including Jodie Foster, Natalie Portman, and Anna Paquin.  Sergi L&oacute;pez is oppressively dominating as Vidal.  He easily goes down as one of the most evil characters I've ever witnessed on film and his final moment, in which the worst vengeance is brought upon him, seems completely just.  Maribel Verd&uacute; plays Mercedes, the head housekeeper who befriends Ofelia and who is an informant to the resistence in the mountains.  I mentioned above that I had seen only one performer before.  That is Doug Jones, who has carved an interesting niche in film.  Initially a professional mime, Jones gradually has taken a number of fascinating roles requiring unusual degrees of physical expression.  I first became aware of him in the famous Emmy-nominated episode of BUFFY THE VAMPIRE SLAYER entitled ""Hush, where he played one of the Gentlemen.  But Jones will be familiar to most film fans from his role of Abe Sapien in Guillermo del Toro's film HELLBOY, a role he is reprising for HELLBOY 2.  In PAN'S LABYRINTH Jones plays two roles, the fawn and the pale monster whose eyes are in his hands.  Both characters are unforgettable (much like the Gentlemen in BUFFY), once seen never to be forgotten.A couple of reviewers have stated that this film is ""boring.""  I have absolutely no idea what they were talking about or what their film going background is.  I will state in no qualified terms that I can't imagine any sophisticated film viewer not being completely astonished by this film.  I can state in complete honesty that this is the finest film of any kind that I have seen in many years. ANSWERNOTFOUND",What do you think about message?,2323,"{'text': [""this is n't as good""], 'answer_start': [50]}"
"I had low expectations before seeing this, but the script was good, the acting was good, the story was good, and the directing was good.This movie really deserved more attention and praise.A very well done film. ANSWERNOTFOUND",When does the movie make sense?,924,"{'text': ['This movie really deserved more attention and praise'], 'answer_start': [136]}"
Aladdin is total family entertainment. The music is awesome and clever- great voices wonderful to watch.Other classics not to forget about are:Mary PoppinsMy Fair LadyThe Wizard of OzChitty Chitty Bang BandThe first Charlie and the Chocolate FactoryThe Sound of MusicOliverWest Side StoryFiddler on the RoofSinging in the RainThe WizLittle MermaidAladdinBeauty and the BeastGreaseThe King and IOklahomaThe Music ManSouth PacificMy Voice Students are always asking me for recommendations so I though I'd post it for all! We can't forget about these great musicals! ANSWERNOTFOUND,How do you like the music?,1027,"{'text': [""We ca n't forget about these great musicals""], 'answer_start': [520]}"
"Signs is a messy kind of film. The idea sounds good but the execution and delivery ultimately falls to pieces. The cast is strong, Mel Gibson, Joaquin Phoenix, and adorable Abigail Breslin keep this suspense thriller watchable but this film is not scary in any way. M. Night Shyamalan's films are a hit and miss for me, his storytelling is too predictable and he is a sloppy, confusing writer. This is a film you watch a couple of times but don't expect another home run like The Sixth Sense. ANSWERNOTFOUND",How did you like the idea?,179,"{'text': ['The idea sounds good'], 'answer_start': [31]}"
"If I knew the DVD would've been this good I would've waited for it and not gone and rushed to get it when it came out on VHS. The extra features are so numerous it takes your breath away. I spent such a long time exploring it all and playing with it. There are so many extra features you could write a book. My favorite feature was the deleted scenes. It was SO much fun. Actually most of the deleted scenes were added on the dvd version of the movie except for a few. The only thing I didn't like about the movie itself was Jake Lloyd the actor who played Anakin. I know he needed to have similar features to Luke Skywalker but I think they could've found a better actor. His facial expressions never cahnged. He had the same expression on his face when he was happy, sad, scared, or bored. But after all he was 9 or younger when they started filming so I guess I shouldn't be to hard on him. Despite that I still give it 5 stars. I'm going to wait for Episode II to come out on DVD and skip the VHS version. If I absolutly can't wait I'll just rent it. George Lucas, if you read this, please don't wait to bring 4-6 out on DVD until after number 3 is out. That would be horrible. Actually I doubt us fans will allow that to happen. Anyways PLEASE bring them out on DVD soon!!! ANSWERNOTFOUND",What is the feature like?,267,"{'text': ['The extra features are so numerous it takes your breath away'], 'answer_start': [126]}"
